id,zhh,zhh_pron,is_r18,chs,en,register,intent
L868,唱雙簧,coeng3 soeng1 wong2,0,合谋欺骗/陷害某人/设局/制造圈套,to gang up together to trick / set someone up/gang up together to trick,slang,
L869,夾埋,gaap3 maai4,0,合谋欺骗/陷害某人/设局/制造圈套/一起/连同/同/合共/包括/预先准备好/一共,to gang up together to trick / set someone up/gang up together to trick/Together with/along with/in total/ including/ prepared in advance/total,slang,
L870,夾夾埋埋,gaap3 gaap3 maai4 maai4,0,合谋欺骗/陷害某人/设局/制造圈套/一起/连同/同/合共/包括/预先准备好/一共,to gang up together to trick / set someone up/gang up together to trick/Together with/along with/in total/ including/ prepared in advance/total,slang,
L871,紧,gan2,0,紧/正在进行/紧张/紧急/捉襟见肘/缺钱/资金紧张,tight/urgent/hard up/short of money/tighten/ing,Colloquial,
L872,住,zi6,0,着/住,live/dwell/stay/reside/stop,Colloquial,
L873,咪住,mi1 zyu6,0,等等/慢着/且慢/等一下,hold on/hold it/Wait/Wait a minute,Colloquial,
L874,等陣,dang2 zan6,0,等等/慢着/且慢/等一下,hold on/hold it/Wait/Wait a minute,Colloquial,
L875,咪住先,mi1 zyu6 sin1 ,0,等等/慢着/且慢/等一下,hold on/hold it/Wait/Wait a minute,Colloquial,
L876,一陣,jat1 zan2,0,等等/慢着/且慢/等一下/一会/一会儿/一阵子/一段时间后/迟一点/迟点,Wait/Wait a minute/Please wait/Wait a while/In a little while/A while/After a period of time/Later/Later/a while/a moment/hold on/hold it,Colloquial,
L877,等陣間,dang2 zan6 gaan1,0,等等/慢着/且慢/等一下/一会/一会儿/一阵子/一段时间后/迟一点/迟点,Wait/Wait a minute/Please wait/Wait a while/In a little while/A while/After a period of time/Later/Later/a while/a moment/hold on/hold it,Colloquial,
L878,遲啲,ci4 di1 ,0,等等/慢着/且慢/等一下/一会/一会儿/一阵子/一段时间后/迟一点/迟点,Wait/Wait a minute/Please wait/Wait a while/In a little while/A while/After a period of time/Later/Later/a while/a moment/hold on/hold it,Colloquial,
L879,陣間,zan6 gaan1,0,等等/慢着/且慢/等一下/一会/一会儿/一阵子/一段时间后/迟一点/迟点,Wait/Wait a minute/Please wait/Wait a while/In a little while/A while/After a period of time/Later/Later/a while/a moment/hold on/hold it,Colloquial,
L880,鳩​噏,gau1 ngap1,1,闲聊/开玩笑/吹水/信口开河/乱说/不负责任的说/随便说说,"chat/to chat/gossip/to banter/banter/to gossip/ to talk casually/to talk big
talk big/talk casually/Speaking carelessly/Talking nonsense/Speaking irresponsibly/Saying whatever comes to mind",Colloquial,
L881,大檸樂,daai6 ning4 lok6,0,该死/出大事了/完了/完蛋了/倒霉了/扑街/糟糕了/糟糕/出大事/糟了/惨了,I'm screwed / I'm fucked / I'm doomed / I'm done / I'm finished / I'm toast / it's over / I'm dead / I'm so dead / I'm in trouble / I'm out of luck / down on my luck / I'm totally screwed / I'm completely fucked / I'm in deep trouble / I'm in deep shit / I'm fucked up / I'm done for / I'm finished for / I'm screwed big time / I'm screwed up / oh shit / holy shit / shit / damn it / god damn it / fuck / fuck me / fuck this / what the fuck / what the hell / oh my god / omg,Colloquial,
L882,閪曬,hai1 saai3,1,该死/出大事了/完了/完蛋了/倒霉了/扑街/糟糕了/糟糕/出大事/失败了/糟了/惨了,oh shit / damn / damn it / oh my god / omg / shit / fuck / fucked up / we're screwed / this sucks / what a mess / what the hell / out of luck / down on my luck / this is terrible / this is a disaster,Colloquial,
L883,碌柒,luk1 cat6,1,该死/出大事了/完了/完蛋了/倒霉了/扑街/糟糕了/糟糕/出大事/失败了/糟了,down on one's luck / out of luck / having the worst luck / everything goes wrong / nothing ever works out,Colloquial,
L884,咸濕,haam4 sap1,0,咸湿/好色/色眯眯/色情/很黄/黄,hamsup/horny/lustful/having/obscene/pornographic/prurience/prurient/lecherous,Colloquial,
L885,鹹濕佬,haam4 sap1 lou2,0,咸湿佬/好色男/下流/猥琐男人/色狼/色鬼/好色之徒/,a lecher/a lecherous guy/a creep/a creepy guy/a pervert/a dirty old man/a sleazy guy/a horn dog/a dirty-minded guy,Colloquial,
L886,鹹濕,haam4 sap1,0,咸湿/好色/色眯眯/色情/很黄/黄,hamsup/horny/lustful/having/obscene/pornographic/prurience/prurient/lecherous,Colloquial,
L887,麻甩佬,maa4 lat1 lou2,0,男人/咸湿佬/好色男/下流/猥琐男人/色狼/色鬼/好色之徒/,a man/man/a creep/a creepy guy/ a lecher / a lecherous guy / a pervy guy / a dirty old man / a pig / a gross guy /a disgusting guy/a horny creep/a horn dog,Colloquial,
L888,鹹濕仔,haam4 sap1 zai2,0,咸湿仔/好色男/下流/猥琐男/小色狼/小色鬼/好色之徒,a creep / a creepy guy / a lecher / a lecherous guy / a pervert / a sleazy guy / a dirty-minded guy / a gross guy / a sleazebag / a weirdo / a sexual creep / a disgusting creep,Colloquial,
L889,鹹濕鬼,haam4 sap1 gwai2,0,咸湿佬/好色男/下流/猥琐男人/色狼/色鬼/好色之徒/,a lecher/a lecherous guy/a creep/a creepy guy/a pervert/a dirty old man/a sleazy guy/a horn dog/a dirty-minded guy,Colloquial,
L890,淫蟲,jam4 cung4,0,淫虫/下流/猥琐男人/色狼/色鬼/好色之徒/猥琐女人,a creep /a creepy guy /a pervert /a lecher /a lecherous guy /a sleazy guy /a dirty old man /a dirty-minded guy /a gross guy /a disgusting guy /a sketchy guy /a horny creep,Colloquial,
L891,及,gap6,0,看/和/达到/达到/及时/延长/达到/匹配/赶上/超越,aim/and/to reach/up to/in time for/extend/come up to/to match/to catch up with/to overtake,Colloquial,
L892,喔屌吖,o1 diu2 aa1,1,不是吧/卧槽,omg/oh my god,Colloquial,
L893,几純品,gei1 seon4 ban2,0,挺善良/挺丑的/不漂亮,innocent/pure/naive/Quite ugly/not pretty,Colloquial,evaluate
L894,麥記 ,mak6 gei3,0,麦当劳,McDonalds ,Colloquial,brand
L895,老麥,lou5 mak2 ,0,麦当劳,McDonalds ,Colloquial,brand
L896,M記,M gei3,0,麦当劳,McDonalds ,Colloquial,brand
L897,麥當勞,mak6 dong1 lou4,0,麦当劳,McDonalds ,Colloquial,brand
L898,特登,dak6 dang1,0,故意/特地/刻意/特意,intentionally/deliberately/purposely,Colloquial,
L899,專登,zyun1 dang1,0,故意/特地/刻意/特意,intentionally/deliberately/purposely,Colloquial,
L900,寧舍,ling4 se3,0,尤其/特别/特別​/​並非​一般/零舍/格外/分外,exceptionally/remarkably/very/special,Colloquial,
L901,零舍唔同,ling4 se3 m4 tung4,0,尤其/特别/特別​/​並非​一般/零舍/格外/分外/特别不一样,exceptionally/remarkably/very/special,Colloquial,
L902,撚鳩,nan2 gau1,1,玩/作弄/戏弄/愚弄/玩弄,fuck with/screwing with/messing with/dicking around/idiotic/dumb,Colloquial,
L903,撚鳩我,nan2 gau1 ngo5,1,玩弄我/耍我/玩我/作弄我/戏弄我/愚弄/玩弄,fuck with me/screwing with me/messing with me/dicking around/idiotic/dumb,Colloquial,
L904,玩鳩我,waan2 gau1 ngo5,1,玩弄我/耍我/玩我/作弄我/戏弄我/愚弄/玩弄,fuck with me/screwing with me/messing with me/dicking around/idiotic/dumb,Colloquial,
L905,玩我,waan2 ngo5,0,玩弄我/耍我/玩我/作弄我/戏弄我/愚弄/玩弄,fuck with me/screwing with me/messing with me/dicking around/idiotic/dumb,Colloquial,
L906,整蛊,zing2 gu2 ngo5,0,玩/作弄/戏弄/愚弄/玩弄,fuck with/screwing with/messing with/dicking around/idiotic/dumb,Colloquial,
L907,整蛊我,zing2 gu2 ngo5,0,玩弄我/耍我/玩我/作弄我/戏弄我/愚弄/玩弄,fuck with me/screwing with me/messing with me/dicking around/idiotic/dumb,Colloquial,
L908,媽臭閪,maa1 cau3 hai1,1,马超high/马超hi/妈臭閪/妈臭hi/妈超嗨/马勒戈壁/妈个逼,cunt/smelly vagina/bitch/fuck your mother's cunt/Fuck your mother/fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fucking your mother/What the fuck/What the fuck/Motherfucker,Colloquial,curse
L909,屌你媽臭閪,diu2 nei5 maa1 cau3 hai1,1,马超high/马超hi/妈臭閪/妈臭hi/妈超嗨/马勒戈壁/妈个逼/叼你/叼你妈/草泥马/草你妈/操你妈,cunt/smelly vagina/bitch/fuck your mother's cunt/Fuck your mother/fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fucking your mother/What the fuck/What the fuck/Motherfucker,Colloquial,curse
L910,屌你老母臭閪,diu2 nei5 lou5 mou2 cau3 hai1,1,马超high/马超hi/妈臭閪/妈臭hi/妈超嗨/马勒戈壁/妈个逼/叼你/叼你妈/草泥马/草你妈/操你妈,cunt/smelly vagina/bitch/fuck your mother's cunt/Fuck your mother/fuck your mum/fucking your mum/fu*king your mum/fu*k your mum/Fujian U/fucking your mother/What the fuck/What the fuck/Motherfucker,Colloquial,curse
L911,放飛機,fong3 fei1 gei2,0,放鸽子/爽约/失约,to fail to honor an agreement/stand me up/there is no show/he stood me up/ghosted/no show/ffk/ppk/bail on me/,Colloquial,
L912,失约,sat1 joek3,0,放鸽子/爽约/失约,to fail to honor an agreement/stand me up/there is no show/he stood me up/ghosted/no show/ffk/ppk/bail on me/,Colloquial,
L913,甩底,lat1 dai2,0,放鸽子/爽约/失约,to fail to honor an agreement/stand me up/there is no show/he stood me up/ghosted/no show/ffk/ppk/bail on me/,Colloquial,
L914,藞苴,laa5 zaa2,0,肮脏/卑劣/不干净/不折手段/不检点/邋遢/不卫生,Dirty/despicable/unclean/unscrupulous/immoral/dirty tricks/Sloppy/Unsanitary,slang,
L915,嗱渣,laa5 zaa2,0,肮脏/卑劣/不干净/不折手段/不检点/邋遢/不卫生,Dirty/despicable/unclean/unscrupulous/immoral/dirty tricks/Sloppy/Unsanitary,slang,
L916,揦鲊,laa5 zaa2,0,肮脏/卑劣/不干净/不折手段/不检点/邋遢/不卫生,Dirty/despicable/unclean/unscrupulous/immoral/dirty tricks/Sloppy/Unsanitary,slang,
L917,污糟,wu1 zou1,0,不讲卫生/不干净/不整洁/肮脏/邋遢/不卫生,Unsanitary/unclean/untidy/dirty/slovenly/unhygienic/filthy/unhygienic/squalid,Colloquial,
L918,邋遢,laap6 taat3,0,不讲卫生/不干净/不整洁/肮脏/邋遢/不卫生,Unsanitary/unclean/untidy/dirty/slovenly/unhygienic/filthy/unhygienic/squalid,Colloquial,
L919,揦鮓手段,laa5 zaa2 sau2 dyun6,0,肮脏/卑劣/不干净/不折手段/不检点,Dirty/despicable/unclean/unscrupulous/immoral/dirty tricks,slang,
L920,輘輷,ging2 gwang2,0,蹊跷/不测/暧昧/不对劲/有问题/有猫腻/内幕/可疑/可以的/不靠谱/,Suspicious/Unexpected/Ambiguous/Something's not right/There's a problem/Something fishy is going on/inside story/problems/fishy/dodgy/fishiness,slang,
L921,景轟,ging2 gwang2,0,蹊跷/不测/暧昧/不对劲/有问题/有猫腻/内幕/可疑/可以的/不靠谱/,Suspicious/Unexpected/Ambiguous/Something's not right/There's a problem/Something fishy is going on/inside story/problems/fishy/dodgy/fishiness,slang,
L922,有景轟,jau6 ging2 gwang2,0,蹊跷/不测/暧昧/不对劲/有问题/有猫腻/内幕/可疑/可以的/不靠谱/,Suspicious/Unexpected/Ambiguous/Something's not right/There's a problem/Something fishy is going on/inside story/problems/fishy/dodgy/fishiness,Colloquial,
L923,就手,zau6 sau2,0,方便/便利/好使/随手/顺带/省事,handy/convenient,Colloquial,
L924,唔就手,m4 zau6 sau2,0,不方便/不便利/不好使,Inconvenient/Not convenient/Difficult to use,Colloquial,
L925,但求就手,daan6 kau4 zau6 sau2,0,为了方便/只求方便/省事,For convenience / Simply for convenience / To save trouble,Colloquial,
L926,唔理好丑，但求就手,m4 lei5 hou2 cau2 ， daan6 kau4 zau6 sau2,0,不管好坏，只要方便/不理好与不好,"Regardless of whether it's good or bad, as long as it's convenient / without considering whether it's good or bad.",slang,
L927,攝牙罅,sip3 ngaa4 laa3,0,塞牙缝/不满足/不足够/不知足/不满意/勉强够吃,something that is very little/not enough/profit than expected/Not satisfied,slang,
L928,唔理,m4 lei5,0,不管/无论,in spite of/Regardless of / No matter,Colloquial,
L929,定係,ding6 hai6,0,还是/或者,still/or,Colloquial,
L930,都,dou1,0,都/都是,All of them/both/all,Colloquial,
L931,抑或,jik1 waak6,0,还是/或者,still/or,Colloquial,
L932,還是,waan4 si6,0,还是/或者,still/or,Colloquial,
L933,定還是,ding6 waan4 si6,0,还是/或者,still/or,Colloquial,
L934,抑或係,jik1 waak6 hai6,0,还是/或者,still/or,Colloquial,
L935,乞米,aat1 mai5,0,乞求/讨饭,to beg/literally,Colloquial,
L936,乞食,at1 sik6,0,要饭/乞丐/讨饭,to beg/begging / beggar,Colloquial,
L937,乞兒佬,hat1 ji4 lou2,0,要饭/乞丐/讨饭/化子,to beg/begging / beggar,Colloquial,
L938,乞兒,hat1 ji4,0,要饭/乞丐/讨饭/化子,to beg/begging / beggar,Colloquial,
L939,乞米仔,hat1 mai5 zai2,0,要饭/乞丐/讨饭/化子,to beg/begging / beggar,Colloquial,
L940,枕住,zam2 zyu6,0,一直/长期/经常/常常,often/always/consistently/time after time/again and again/long term/long time/long range,Colloquial,
L941,經常,ging1 soeng4,0,一直/长期/经常/常常,often/always/consistently/time after time/again and again/long term/long time/long range,Formal,
L942,長期,coeng4 kei4,0,一直/长期/经常/常常,often/always/consistently/time after time/again and again/long term/long time/long range,Formal,
L943,成日,sing4 jat6,0,一直/长期/经常/常常,often/always/consistently/time after time/again and again/long term/long time/long range,Colloquial,
L944,成撚日,sing4 nan2 jat6,1,一直/长期/经常/常常,often/always/consistently/time after time/again and again/long term/long time/long range,Colloquial,
L945,成鳩日,sing4 kau2 jat6,1,一直/长期/经常/常常,often/always/consistently/time after time/again and again/long term/long time/long range,Colloquial,
L946,成閪日,sing4 hai1 jat6,1,一直/长期/经常/常常,often/always/consistently/time after time/again and again/long term/long time/long range,Colloquial,
L947,經鳩常,ging1 kau2 soeng4,1,一直/长期/经常/常常,often/always/consistently/time after time/again and again/long term/long time/long range,Colloquial,
L948,時不時,si4 bat1 si4,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes/occasionally,Colloquial,
L949,耐唔耐,noi6 m4 noi6,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes,Colloquial,
L950,久唔久,gau2 m4 gau2 ,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes,Colloquial,
L951,耐唔久,noi6 m4 gau2 ,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes,Colloquial,
L952,有陣時,jau5 zan6 si2,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes,Colloquial,
L953,一時時,jat1 si2 si4,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes,Colloquial,
L954,一時,jat1 si2 ,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes,Colloquial,
L955,间中,gaan1 zung1,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes/now and then/rarely,Colloquial,
L956,间唔中,gaan1 m4 zung1,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes/now and then/rarely,Colloquial,
L957,有陣仔,jau5 zan6 zai2,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes,Colloquial,
L958,有時,jau5 si2,0,有时/有时候/偶然/偶而,often/frequently/time and time again/at times/sometimes,Formal,
L959,梗係得喇,gang2 hai6 dak1 laa3,0,当然可以,by all means/sure/of course,Colloquial,
L960,執生,zap1 saang1,0,见机行事/随机应变/应变/看着办,play it by ear/impromptu,Colloquial,
L961,臨場發揮,lam4 coeng4 faat3 fai1,0,临场发挥,impromptu performance/impromptu,Colloquial,
L962,認親認戚,jing6 can1 jing6 cik1,0,假装很熟/拉关系/装熟,suck up/cotton up /to cosy up to,Colloquial,
L963,拉關係,laai1 gwaan1 hai6,0,假装很熟/拉关系/装熟,suck up/cotton up /to cosy up to,Colloquial,
L964,輸蝕,syu1 sit6,0,吃亏/逊色/占便宜,lose out/miss out/Disadvantage/Inferiority,Colloquial,
L965,蝕底,sik6 dai2,0,吃亏/逊色/占便宜,lose out/miss out/Disadvantage/Inferiority,Colloquial,
L966,醒目,sing2 muk6,0,聪明/机灵,smart,Colloquial,
L967,醒目仔,sing2 muk6 zai2 ,0,聪明人/小机灵/机灵鬼,clever boy/smart boy/smat kidd,Colloquial,
L968,醒目女,sing2 muk6 neoi2,0,聪明人/小机灵/机灵鬼,clever girl/smart girl,Colloquial,
L969,醒目啲,sing2 muk6 di1,0,机灵点/聪明点/机灵一点/聪明一点,smart,Colloquial,
L970,話頭醒尾,waa6 tau4 sing2 mei5,0,聪明/机灵,smart,Colloquial,
L971,你話乜,nei5 waa6 mat1,0,你说什么,What did you say/What do you say,Colloquial,ask
L972,你講咩,nei5 gong2 me1,0,你说什么/你讲什么,What did you say/What do you say,Colloquial,ask
L973,你講乜,nei5 gong2 mat1,0,你说什么/你讲什么,What did you say/What do you say,Colloquial,ask
L974,你講乜撚嘢,nei5 gong2 me1 nan2 je5,1,你说什么/你讲什么,What did you say/What do you say/what the fuck are you talking about,Colloquial,ask
L975,你講乜春嘢,nei5 gong2 me1 ceon1 je5,0,你说什么/你讲什么,What did you say/What do you say/what the fuck are you talking about,Colloquial,ask
L976,你講乜鳩嘢,nei5 gong2 me1 kau2 je5,1,你说什么/你讲什么,What did you say/What do you say/what the fuck are you talking about,Colloquial,ask
L977,乜春,mat1 ceon1,0,什么意思/什么事/有事吗,what's up/what/what the hell/What does that mean/What's wrong/Is something the matter,Colloquial,ask
L978,乜撚,mat1 nan2,1,什么意思/什么事/有事吗,what's up/what/what the hell/What does that mean/What's wrong/Is something the matter,Colloquial,ask
L979,乜撚吖,mat1 nan2 aa1,1,什么意思/什么事/有事吗,what's up/what/what the hell/What does that mean/What's wrong/Is something the matter,Colloquial,ask
L980,乜鳩,mat1 kau2,1,什么意思/什么事/有事吗,what's up/what/what the hell/What does that mean/What's wrong/Is something the matter,Colloquial,ask
L981,乜鳩吖,mat1 kau2 aa1,1,什么意思/什么事/有事吗,what's up/what/what the hell/What does that mean/What's wrong/Is something the matter,Colloquial,ask
L982,乜柒,mat1 cat6,1,什么意思/什么事/有事吗,what's up/what/what the hell/What does that mean/What's wrong/Is something the matter,Colloquial,ask
L983,乜柒吖,mat1 cat6 aa1,1,什么意思/什么事/有事吗,what's up/what/what the hell/What does that mean/What's wrong/Is something the matter,Colloquial,ask
L984,乜閪,mat1 hai1,1,什么意思/什么事/有事吗,what's up/what/what the hell/What does that mean/What's wrong/Is something the matter,Colloquial,ask
L985,乜閪吖,mat1 hai1 aa1,1,什么意思/什么事/有事吗,what's up/what/what the hell/What does that mean/What's wrong/Is something the matter,Colloquial,ask
L986,你噏乜,nei5 ngap1 mat1,0,你说什么/你讲什么,What did you say/What do you say/what the fuck are you talking about,Colloquial,ask
L987,你噏咩,nei5 ngap1 me1,1,你说什么/你讲什么,What did you say/What do you say/what the fuck are you talking about,Colloquial,ask
L988,你噏乜鳩,nei5 ngap1 me1 kau2 ,1,你说什么/你讲什么,What did you say/What do you say/what the fuck are you talking about,Colloquial,ask
L989,你噏乜撚,nei5 ngap1 me1 nan2,1,你说什么/你讲什么,What did you say/What do you say/what the fuck are you talking about,Colloquial,ask
L990,你噏乜閪,nei5 ngap1 me1 hai1,1,你说什么/你讲什么,What did you say/What do you say/what the fuck are you talking about,Colloquial,ask
L991,你噏乜柒,nei5 ngap1 me1 cat6,1,你说什么/你讲什么,What did you say/What do you say/what the fuck are you talking about,Colloquial,ask
L992,好耐冇見,hou3 noi6 mou5 gin3,0,好久不见/很久不见,long time no see,Colloquial,
L993,好閪耐冇見,hou3 hai1 noi6 mou5 gin3,1,好久不见/很久不见,long time no see,Colloquial,
L994,唔使擔心,m4 sai2 daam1 sam1,0,不用担心/别担心/少担心,Don't worry,Colloquial,
L995,落膈,lok6 gaak3 ,0,挪用公款/偷钱/私吞/私吞公款,embezzlement/to embezzle/embezzle funds/Steal money/Embezzlement/misappropriation of public funds,slang,
L996,捞松,laau1 sung1,0,老兄/外地人,outsider,slang,
L997,著緊衫,zyu3 gan2 saam1,0,正在穿衣服/准备出门/在路上,Getting dressed / Getting ready to go out / On the way,Colloquial,Behavior/Status
L1126,臨時開張,lam4 si4 hoi1 zoeng1,0,临时开店/林时开张/林家谦时开张敬轩/临时开店/临时开业,Temporary store opening/Soft opening,Colloquial,
,,,,,,,
L1000,閪咗,hai1 zo2,1,该死/出大事了/完了/完蛋了/倒霉了/扑街/糟糕了/糟糕/出大事/失败了,oh shit / damn / damn it / oh my god / omg / shit / fuck / fucked up / we're screwed / this sucks / what a mess / what the hell / out of luck / down on my luck / this is terrible / this is a disaster,Colloquial,
L1001,衰咗,seoi1 zo2,0,该死/出大事了/完了/完蛋了/倒霉了/扑街/糟糕了/糟糕/出大事/失败了,oh shit / damn / damn it / oh my god / omg / shit / fuck / fucked up / we're screwed / this sucks / what a mess / what the hell / out of luck / down on my luck / this is terrible / this is a disaster,Colloquial,
L1002,做錯​嘢,zou6 co3 je5,0,该死/出大事了/完了/完蛋了/倒霉了/扑街/糟糕了/糟糕/出大事/失败了/做错事/倒霉,oh shit / damn / damn it / oh my god / omg / shit / fuck / fucked up / we're screwed / this sucks / what a mess / what the hell / out of luck / down on my luck / this is terrible / this is a disaster,Colloquial,
L1003,好笑,hou2 siu3,0,搞笑/好笑/荒谬,unbelievable/funny/hilarious/ridiculous/laughable/amusing/entertaining/interesting,Colloquial,
L1004,無厘頭,mou4 lei4 tau4,0,真的想不到/搞笑/好笑/荒谬/无厘头,unbelievable/funny/hilarious/ridiculous/laughable/amusing/entertaining/interesting,Colloquial,
L1005,咪使旨意,mai5 sai2 zi2 ji3,0,想都别想/没门/没门儿/咪使指意/别想,to not bank on/to not hope for/to not even think about it/no way,Colloquial,warn
L1006,咪指意,mai5 zi2 ji3,0,想都别想/没门/没门儿/咪使指意/别想,to not bank on/to not hope for/to not even think about it/no way,Colloquial,warn
L1007,唔使旨意,m4 sai2 zi2 ji3,0,想都别想/没门/没门儿/唔使指意/别想,to not bank on/to not hope for/to not even think about it/no way,Colloquial,warn
L1008,慳啲啦,haan1 di1 laa1,0,想都别想/没门/没门儿/唔使指意/省点钱/节省点/不要乱花钱/别想,to not bank on/to not hope for/to not even think about it/no way/Save some money.,Colloquial,warn
L1009,慳翻啖氣,haan1 faan1 daam6 hei3,0,算了吧/没门/省点气吧你,Forget it/No way,Colloquial,
L1010,諗都唔好諗,nam2 dou1 mou2 lam2,0,想都别想/没门/没门儿/唔使指意/别想,to not bank on/to not hope for/to not even think about it/no way,Colloquial,
L1011,諗多咗,nam2 do1 zo2,0,想多了/想太多了/想了太多/多想了,You're overthinking it.,Colloquial,
L1012,諗得太多,nam2 dak1 taai3 do1,0,想多了/想太多了/想了太多/多想了,You're overthinking it.,Colloquial,
L1013,想創你,soeng2 cong3 nei5,0,想都别想/没门/没门儿/唔使指意/别想,to not bank on/to not hope for/to not even think about it/no way,Colloquial,
L1014,食懵你,sik6 mung2 nei5,0,傻了/疯了/糊涂了/不是吧/神经病/没事吧,Crazy / Insane / Confused / No way / Mentally ill / Are you okay,Colloquial,
L1015,食懵咗,sik6 mung2 zo2,0,傻了/疯了/糊涂了/不是吧/神经病/没事吧,Crazy / Insane / Confused / No way / Mentally ill / Are you okay,Colloquial,
L1016,冇得傾,mou5 dak1 king1,0,想都别想/没门/没门儿/别想/面谈/绝对不行,to not bank on/to not hope for/to not even think about it/no way/no,Colloquial,
L1017,發夢喇你,faat3 mung6 laa1 nei5,0,想都别想/没门/没门儿/别想/面谈/绝对不行/作梦吧你,to not bank on/to not hope for/to not even think about it/no way/no,Colloquial,
L1018,崩沙,bang1 saa1,0,蝴蝶/大蝴蝶,Beng Sha/big butterfly,Colloquial,
L1019,崩沙腩,bang1 saa1 naam5,0,蝴蝶腩/牛腩,skirt steak/beef brisket,Colloquial,
L1020,崩砂腩,bang1 saa1 naam5,0,蝴蝶腩/牛腩,skirt steak/beef brisket,Colloquial,
L1021,爽腩,song2 naam5,0,蝴蝶腩/牛腩,skirt steak/beef brisket,Colloquial,
L1022,牛白腩,ngau4 baak6 naam5,0,蝴蝶腩/牛腩,skirt steak/beef brisket,Colloquial,
L1023,冬陰功,dung1 jam1 gung1,0,冬阴功/酸辣虾汤,Tom Yum Kung,Colloquial,Dish name
L1024,大步檻過,daai6 bou6 laam3 gwo3,0,很快没事/化解危机/度过危机/渡过难关/挺过来了/跨过难关,Overcome the difficulties/made it through/Overcoming difficulties,slang,
L1025,毛管戙,mou4 gun2 dung6,0,鸡皮疙瘩/肉麻/恶心/起鸡皮/毛骨悚然,feel creepy/goosebumps,Colloquial,physiological response
L1026,起雞皮,hei2 gai1 pei4,0,鸡皮疙瘩/肉麻/恶心/起鸡皮/毛骨悚然,feel creepy/goosebumps,Colloquial,physiological response
L1027,棟高腳,dung6 gou1 goek3,0,抬腿/翘着二郎腿/二郎腿/立腿,raising one's leg/crossing one's legs/crossed legs/under of a bridge,Colloquial,Body language
L1028,橋腳,kiu4 goek3,0,抬腿/翘着二郎腿/二郎腿/立腿,raising one's leg/crossing one's legs/crossed legs/under of a bridge,Colloquial,Body language
L1029,極力子,gik6 lik1 zi2,0,离合器/极力子,clutch,Colloquial,Automotive parts
L1030,俾人,bei2 jan4,0,给人/被人,By others/To give to others,Colloquial,
L1031,畀人,bei2 jan4,0,给人/被人,By others/To give to others,Colloquial,
L1032,隨便,ceoi4 pin2,0,随便/草率/随意/粗心/轻易,casually/informally/randomly/easily/carelessly,Colloquial,
L1033,是旦,si6 daan6,0,随便/草率/随意/粗心/轻易,casually/informally/randomly/easily/carelessly,Colloquial,
L1034,輕易,hing1 ji6,0,随便/草率/随意/粗心/轻易,casually/informally/randomly/easily/carelessly,Colloquial,
L1035,求其,kau4 kei4,0,随便/草率/随意/粗心/无所谓/没要求/马虎,casually/informally/randomly/easily/carelessly/whatever,Colloquial,
L1036,亂鳩咁嚟,lyun6 gau1 gam2 lai4,1,随便/草率/随意/粗心/轻易/乱来,casually/informally/randomly/easily/carelessly,Colloquial,
L1037,得唔得,dak1 m4 dak1 ,0,行不行,are you ok/Is it okay/Can you do it,Colloquial,
L1038,唔好,m4 hou3,0,不/不要,no/don't,Colloquial,
L1039,唔得,m4 dak1 ,0,不行,no way,Colloquial,
L1040,咪撚,mai1 nan2,1,不/不要,no/don't,Colloquial,
L1041,咪鳩,mai1 gam2,1,不/不要,no/don't,Colloquial,
L1042,阿婆寫文章,aa3 po4 se2 man4 zoeng1,0,编造/虚构/胡说/乱写/胡说八道/瞎编,faking/make up,Chinese proverbs ,
L1043,阿婆走得快，一定有古怪,aa3 po4 zau2 dak1 faai3 ， jat1 ding6 jau5 gu2 gwaai3,0,一定有问题/总感觉不对劲,something must be odd,Chinese proverbs ,
L1044,潮州佬拉二胡，自己顾自己,"ciu4 zau1 lou2 laai1 ji6 wu4, zi6 gei2 gu3 zi6 gei2",0,自私/自己处理,Selfish/Handle it yourself,Chinese proverbs ,
L1045,豉油辣椒醬，你想點就點,si6 jau4 laat6 ziu1 zoeng3，nei5 soeng2 dim2 zau6 dim2 ,0,想怎样就怎样,Do whatever you want.,Chinese proverbs ,
L1046,神台貓屎，神憎鬼厭,"san4 toi4 maau1 si2, san4 zang1 gwai2 jim3",0,讨人厌/讨厌鬼/神憎鬼厌,jerk/disgusting,Chinese proverbs ,
L1047,九乘九,gau2 sing4 gau2,0,十有八九/绝对,ten to one/most; mostly; the majority,Colloquial,
